ARO Term,Human accessibility,Mobility,Human pathogenicity,Clinical availability,risk,Rank,ARG Class
ADC-77,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-10,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-102,0.003173771,0,0,1004.407895,0,RI=0,Beta-lactams
BAT-1,0,0,0.125,1004.407895,0,RI=0,Beta-lactams
CTX-M-158,0.001606826,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-55,0.000735802,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-17,9.85608E-05,0,0.5,1004.407895,0,RI=0,Beta-lactams
DHA-13,0.000106615,0,1,1004.407895,0,RI=0,Beta-lactams
DHA-6,0,0,1,1004.407895,0,RI=0,Beta-lactams
DHA-9,6.54592E-05,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-20,0.000523319,0,1,1004.407895,0,RI=0,Beta-lactams
DHA-3,0.000361473,0,1,1004.407895,0,RI=0,Beta-lactams
DHA-14,0.000187027,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-159,6.41321E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-25,0,2,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-137,0.003667506,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-60,0.001360203,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-151,0,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-81,0,2,0.333333333,1004.407895,0,RI=0,Beta-lactams
CMY-7,0.001264307,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-30,0,5,1,1004.407895,0,RI=0,Beta-lactams
CMY-34,0.002378476,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-102,0.001226117,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-20,0.000567383,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-61,0.000702533,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-87,0.001009263,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-25,0.001703139,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-105,0.003142836,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-28,0.000956892,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-58,0.000858407,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-69,0.001058098,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-14,0.000779798,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-17,0.001021647,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-47,0.001146625,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-18,0.001389969,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-33,0.001156978,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-30,0.000534908,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-114,0.001310443,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-48,0.004287782,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-21,0.000801427,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-110,0.002161888,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-60,0.000433845,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-95,0.00136968,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-27,0.001136721,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-24,0.001021908,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-41,0.004425845,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-53,0.000713156,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-62,0.001042091,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-73,0.016852407,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-31,0.000479154,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-57,0.000836468,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-67,0.000598908,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-5,0.001170806,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-54,0.001167831,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-133,0.000577753,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-103,0.002996999,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-81,0.002874468,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-19,9.12637E-05,0,0.375,1004.407895,0,RI=0,Beta-lactams
ADC-25,0,5,1,1004.407895,0,RI=0,Beta-lactams
ADC-78,0.000970061,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-74,0.000970061,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-61,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-59,0,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-31,0,2,1,1004.407895,0,RI=0,Beta-lactams
ADC-73,0,3,1,1004.407895,0,RI=0,Beta-lactams
CMY-118,0.005210106,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-108,0.011671142,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-98,0.003270909,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-75,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-26,0.055012705,0,0,1004.407895,0,RI=0,Beta-lactams
BIL-1,0.000647725,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-71,0.006343296,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-36,0.000621144,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-46,0.011914139,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-49,0.01089994,0,1,1004.407895,0,RI=0,Beta-lactams
ADC-62,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-39,0.007781545,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-86,0.015189146,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-77,0.007261351,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-80,0.004138014,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-64,0.003572361,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-13,0.026515061,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-63,0.017746873,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-99,0.00117694,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-35,0.001309574,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-60,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-12,0.000547999,0,0,1004.407895,0,RI=0,Beta-lactams
ADC-67,0,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-84,0.004394192,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-38,0.004623157,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-67,0.005990515,0,0,1004.407895,0,RI=0,Beta-lactams
CFE-2,0.000336146,0,0.333333333,1004.407895,0,RI=0,Beta-lactams
CMY-135,0.004141455,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-115,0.007207796,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-38,0.000920666,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-10,0.001456679,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-53,0.000977184,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-34,0.001096561,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-103,0.011172387,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-96,0.001121857,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-136,0.0076226,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-112,0.003814911,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-116,0.003698733,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-113,0.004170927,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-110,0.006139383,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-134,0.004426074,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-77,0.001106611,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-5,0.000146048,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-76,7.26692E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-124,0.000124657,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-115,0,6,0.8,1004.407895,0,RI=0,Beta-lactams
CTX-M-56,9.5825E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-92,0.000194366,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-20,0.00024831,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-31,0,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-7,0.000171088,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-95,0.000379937,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-43,7.02113E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-6,0,1,0.5,1004.407895,0,RI=0,Beta-lactams
CTX-M-131,0.000404703,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-59,0.000252419,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-4,6.41321E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-141,8.70843E-05,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-35,0.00021998,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-16,0.003082764,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-21,0.000109043,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-69,0.01211836,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-61,0.002164298,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-52,0.011837962,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-37,0.0005564,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-105,0.002925282,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-85,0.003072859,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-40,0.000283211,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-42,0.009771203,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-79,0.004907448,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-76,0.004203828,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-50,0.001077848,0,0.5,1004.407895,0,RI=0,Beta-lactams
CMY-68,0.002427094,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-72,0.001042478,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-75,0.001658412,0,1,1004.407895,0,RI=0,Beta-lactams
CMY-113,0.00250325,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-117,0.002799265,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-90,0.002525209,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-108,0.009976791,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-58,0.000669101,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-88,0.013258569,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-36,0.001398837,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-66,0.010375567,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-12,0.001072789,0,0,1004.407895,0,RI=0,Beta-lactams
DHA-12,0.006084888,0,0.5,1004.407895,0,RI=0,Beta-lactams
CTX-M-126,0.003220834,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-68,0.001929757,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-51,0.002551185,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-86,0.005137886,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-66,0.004820777,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-49,0.004744061,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-112,0.005510597,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-21,0.003018174,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-93,0.006106779,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-148,0.004798667,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-129,0.003354831,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-99,0.003846567,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-106,0.003877851,0,1,1004.407895,0,RI=0,Beta-lactams
CTX-M-80,0.009553311,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-71,0.011684566,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-45,0.0019267,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-155,0.009362436,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-98,0.003087747,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-54,0.010335846,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-46,0.004895579,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-84,0.004703414,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-116,0.007264179,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-160,0.003809263,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-83,0.00483971,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-107,0.008988294,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-121,0.004391488,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-22,0.00954365,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-28,0.010613147,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-156,0.013868417,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-79,0.015530884,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-29,0.000972154,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-56,0.000850484,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-72,0.010980902,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-29,0.00582773,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-11,0.004261221,0,0.333333333,1004.407895,0,RI=0,Beta-lactams
CTX-M-33,0.011581048,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-139,0.013132815,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-22,0.000599364,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-43,0.000489001,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-130,0.003974784,0,0,1004.407895,0,RI=0,Beta-lactams
CTX-M-109,0.009498798,0,0,1004.407895,0,RI=0,Beta-lactams
CMY-94,0.000574398,0,0,1004.407895,0,RI=0,Beta-lactams
Staphylococcys aureus LmrS,0.186025883,0,0,942.2428472,0,RI=0,Multidrug
abeS,0.000637186,11,0.997732426,870.8962307,6.090314095,Q3,Multidrug
mphA,0.793004944,175,0.889290012,870.0394737,107373.3035,Q1,MLS
mphC,6.991012463,19,0.892156863,870.0394737,103103.606,Q1,MLS
mphB,7.041206015,4,0.925,870.0394737,22666.67055,Q1,MLS
macB,1.441187954,12,0.929906542,870.0394737,13992.01073,Q1,MLS
Mef(En2),36.44529443,2,0.06557377,870.0394737,4158.537021,Q1,MLS
mphE,0.012830932,158,0.867117117,870.0394737,1529.438463,Q1,MLS
macA,0.293242074,3,0.942857143,870.0394737,721.6595942,Q2,MLS
EreA2,0.01215129,25,0.532258065,870.0394737,140.6771593,Q2,MLS
mefE,0.044056536,1,1,870.0394737,38.33092523,Q2,MLS
oleC,0.127552391,1,0.045454545,870.0394737,5.044346146,Q3,MLS
EreA,3.45589E-05,19,0.607142857,870.0394737,0.346851033,Q4,MLS
mphL,0.00053356,1,0.71942446,870.0394737,0.333969907,Q4,MLS
mphF,0.0001155,4,0.5,870.0394737,0.200978815,Q4,MLS
LpeB,0.000144709,1,0.75,870.0394737,0.094427132,Q4,MLS
mefC,0,7,0,870.0394737,0,RI=0,MLS
mphG,0,10,0.722222222,870.0394737,0,RI=0,MLS
EreD,0.312739088,13,0,870.0394737,0,RI=0,MLS
mefB,0.028172452,0,0,870.0394737,0,RI=0,MLS
gimA,9.50023E-05,0,0.142857143,870.0394737,0,RI=0,MLS
mphJ,0.000463629,0,0.037037037,870.0394737,0,RI=0,MLS
mphO,0.000405363,0,0,870.0394737,0,RI=0,MLS
oleD,0.000147215,2,0,870.0394737,0,RI=0,MLS
oleI,0.000440594,1,0,870.0394737,0,RI=0,MLS
Acinetobacter baumannii AmvA,0.009088181,0,0.98630137,870.0394737,0,RI=0,Multidrug
mphH,0.000469456,1,0,870.0394737,0,RI=0,MLS
mphM,0,3,0.222222222,870.0394737,0,RI=0,MLS
EreB,0,5,0.375,870.0394737,0,RI=0,MLS
Escherichia coli emrE,9.107021295,0,0.961783439,870.0394737,0,RI=0,MLS
mgtA,0.000189551,0,0,870.0394737,0,RI=0,MLS
LpeA,0,0,0.6875,870.0394737,0,RI=0,MLS
mphK,0,0,0.866336634,870.0394737,0,RI=0,MLS
mphN,0,1,0.75,870.0394737,0,RI=0,MLS
mphI,5.09664E-05,0,0,870.0394737,0,RI=0,MLS
PmpM,0.439384297,5,0.927152318,793.9620202,1617.206033,Q1,Multidrug
ceoB,0.444427692,12,0.211764706,793.1052632,895.7086515,Q1,Multidrug
ceoA,0.00897309,4,0.102564103,793.1052632,2.919632784,Q3,Multidrug
opcM,0.004268148,0,0.5,793.1052632,0,RI=0,Multidrug
AAC(6')-Ib-cr,0.066068567,0,0.333333333,793.1052632,0,RI=0,Multidrug
ykkD,0.000159587,2,0.875621891,756.2631579,0.211356642,Q4,Multidrug
ykkC,0,3,0.930481283,756.2631579,0,RI=0,Multidrug
mdtM,7.803899583,93,0.956829897,749.8977245,520752.5359,Q1,Multidrug
MexF,2.467130112,3,0.994236311,749.0409675,5511.991006,Q1,Multidrug
MexE,0.680515322,6,0.979710145,749.0409675,2996.348575,Q1,Multidrug
OprN,0.492287035,1,0.985465116,749.0409675,363.3835182,Q2,Multidrug
bmr,0.000331743,1,0.893939394,749.0409675,0.222134057,Q4,Multidrug
ErmB,73.9623869,176,0.837748344,738.713514,8055884.08,Q1,MLS
ErmF,74.46847456,22,0.185714286,738.713514,224758.6914,Q1,MLS
ErmX,9.388066778,36,0.377777778,738.713514,94317.24846,Q1,MLS
ErmC,2.017851405,9,0.961538462,738.713514,12899.54512,Q1,MLS
ErmT,0.173155271,34,0.6,738.713514,2609.407628,Q1,MLS
ErmA,0.045495201,26,0.886877828,738.713514,774.9590905,Q1,MLS
Erm(33),0.062078021,2,0.333333333,738.713514,30.57191535,Q2,MLS
Erm(42),0.000603058,23,0.745098039,738.713514,7.634421593,Q3,MLS
Erm(35),0.821205662,0,0.142857143,738.713514,0,RI=0,MLS
ErmR,0.000318746,0,0.333333333,738.713514,0,RI=0,MLS
ErmE,2.97465E-05,0,0.142857143,738.713514,0,RI=0,MLS
ErmH,0.004740752,0,0,738.713514,0,RI=0,MLS
erm(32),0.005361074,0,0,738.713514,0,RI=0,MLS
ErmV,0,0,0,738.713514,0,RI=0,MLS
Erm(O)-lrm,0.000232069,0,0,738.713514,0,RI=0,MLS
Erm(38),0.001568248,0,0.125,738.713514,0,RI=0,MLS
Erm(31),0,1,0,738.713514,0,RI=0,MLS
ErmO,0,0,0,738.713514,0,RI=0,MLS
ErmG,15.30813957,12,0,738.713514,0,RI=0,MLS
ErmN,0,1,0,738.713514,0,RI=0,MLS
ErmS,0,2,0.333333333,738.713514,0,RI=0,MLS
ErmY,0,13,0,738.713514,0,RI=0,MLS
Erm(47),0.003179846,0,0,738.713514,0,RI=0,MLS
Erm(48),0,0,0,738.713514,0,RI=0,MLS
Erm(43),0,0,0,738.713514,0,RI=0,MLS
Erm(36),0.082562436,0,0.375,738.713514,0,RI=0,MLS
Erm(49),0.028626911,0,0.166666667,738.713514,0,RI=0,MLS
Erm(39),0,1,0,738.713514,0,RI=0,MLS
ErmQ,0.357330779,4,0,738.713514,0,RI=0,MLS
Erm(30),0,3,0,738.713514,0,RI=0,MLS
erm45,0.01144345,0,0,738.713514,0,RI=0,MLS
Erm(37),0,2,0.992932862,738.713514,0,RI=0,MLS
ErmW,0.000127279,0,0,738.713514,0,RI=0,MLS
Erm(K),0,4,0.222222222,738.713514,0,RI=0,MLS
erm(40),7.10772E-05,0,0.333333333,738.713514,0,RI=0,MLS
ErmD,0.00027577,0,0,738.713514,0,RI=0,MLS
ErmU,0,0,0,738.713514,0,RI=0,MLS
erm(46),0.004467818,1,0,738.713514,0,RI=0,MLS
erm(44),0.004946056,0,0,738.713514,0,RI=0,MLS
Erm(34),0,1,0,738.713514,0,RI=0,MLS
Erm(41),0,0,0,738.713514,0,RI=0,MLS
RlmA(II),0.780709609,7,0.737226277,737.856757,2972.76398,Q1,MLS
abeM,0.004408701,16,0.954935622,737.856757,49.7023298,Q2,Multidrug
myrA,0.006096848,3,0.058823529,737.856757,0.793870612,Q4,MLS
emtA,6.01842E-05,6,0.583333333,737.856757,0.1554256,Q4,MLS
chrB,0.000173049,4,0.096385542,737.856757,0.049228148,Q4,MLS
tlrB conferring tylosin resistance,0.004083464,0,0,737.856757,0,RI=0,MLS
emrR,14.245365,48,0.80582357,737,406089.9792,Q1,fluoroquinolone antibiotic
emrA,11.61726589,39,0.91971405,737,307106.3847,Q1,fluoroquinolone antibiotic
emrB,5.703743594,42,0.851688693,737,150368.7723,Q1,fluoroquinolone antibiotic
mdtH,9.373797502,17,0.962281942,737,113014.5377,Q1,fluoroquinolone antibiotic
qacA,5.47084111,18,0.99009901,737,71857.60215,Q1,fluoroquinolone antibiotic
qacB,5.118518713,7,0.884615385,737,23359.54134,Q1,fluoroquinolone antibiotic
mdtK,0.793788583,29,0.994994995,737,16880.73025,Q1,fluoroquinolone antibiotic
patB,0.700234846,30,0.965811966,737,14952.88673,Q1,fluoroquinolone antibiotic
patA,0.752058447,20,0.987804878,737,10950.15442,Q1,fluoroquinolone antibiotic
norA,2.204776891,2,0.91,737,2957.355436,Q1,Multidrug
arlR,0.309534192,12,0.975218659,737,2669.680967,Q1,Multidrug
QnrS1,0.034137256,88,0.846,737,1873.048957,Q1,fluoroquinolone antibiotic
arlS,0.189025916,13,0.976676385,737,1768.8169,Q1,Multidrug
pmrA,0.490292967,2,0.978723404,737,707.315411,Q2,fluoroquinolone antibiotic
QnrS4,0.026551929,10,1,737,195.6877151,Q2,fluoroquinolone antibiotic
QnrB19,0.014722768,19,0.815789474,737,168.1855443,Q2,fluoroquinolone antibiotic
QnrB1,0.002141197,39,0.872340426,737,53.68767966,Q2,fluoroquinolone antibiotic
QepA2,0.00692479,10,0.923076923,737,47.1098803,Q2,fluoroquinolone antibiotic
QnrS11,0.0264236,2,1,737,38.94838677,Q2,fluoroquinolone antibiotic
cdeA,0.026265493,2,0.979166667,737,37.90876652,Q2,Multidrug
QepA4,0.008543186,7,0.8,737,35.25943793,Q2,fluoroquinolone antibiotic
qacH,0.012668205,7,0.428571429,737,28.0094005,Q2,fluoroquinolone antibiotic
QnrB6,0.00444086,13,0.657142857,737,27.96003627,Q2,fluoroquinolone antibiotic
qnrE2,0.008492125,4,1,737,25.03478463,Q3,fluoroquinolone antibiotic
hmrM,0.038398689,1,0.787610619,737,22.28924966,Q3,Multidrug
QnrB9,0.002532663,11,1,737,20.53230028,Q3,fluoroquinolone antibiotic
QnrS2,0.001734681,22,0.645833333,737,18.16478543,Q3,fluoroquinolone antibiotic
QnrB20,0.003278576,9,0.5,737,10.87339795,Q3,fluoroquinolone antibiotic
QnrB5,0.011370051,2,0.5,737,8.379727671,Q3,fluoroquinolone antibiotic
QnrB38,0.005219983,2,1,737,7.694255669,Q3,fluoroquinolone antibiotic
QnrB2,0.001905538,5,0.823529412,737,5.782746145,Q3,fluoroquinolone antibiotic
QnrVC4,0.000845535,11,0.8125,737,5.569486347,Q3,fluoroquinolone antibiotic
QnrB30,0.001686603,5,0.666666667,737,4.143420623,Q3,fluoroquinolone antibiotic
QnrA1,0.000560018,18,0.5,737,3.714602092,Q3,fluoroquinolone antibiotic
QnrB10,0.001431595,4,0.866666667,737,3.657629353,Q3,fluoroquinolone antibiotic
QnrVC1,0.000236654,28,0.692307692,737,3.380947305,Q3,fluoroquinolone antibiotic
QnrB61,0.0019535,2,1,737,2.879458818,Q3,fluoroquinolone antibiotic
QnrB4,0.000262534,17,0.817204301,737,2.688024427,Q3,fluoroquinolone antibiotic
QnrB67,0.000927023,2,1,737,1.366431623,Q4,fluoroquinolone antibiotic
QnrB56,0.001443766,1,0.6,737,0.638433263,Q4,fluoroquinolone antibiotic
QnrS5,0.000389888,2,0.333333333,737,0.191564921,Q4,fluoroquinolone antibiotic
QnrVC5,0.000108174,3,0.5,737,0.119586392,Q4,fluoroquinolone antibiotic
qepA,0.00780908,0,0,737,0,RI=0,fluoroquinolone antibiotic
lrfA,0.004408384,0,0,737,0,RI=0,fluoroquinolone antibiotic
mfpA,8.51694E-05,0,0.979381443,737,0,RI=0,fluoroquinolone antibiotic
QnrB14,0.00119148,0,0,737,0,RI=0,fluoroquinolone antibiotic
CrpP,0.017935556,0,0,737,0,RI=0,fluoroquinolone antibiotic
Acinetobacter baumannii AbaQ,0.001692625,0,0.974595843,737,0,RI=0,fluoroquinolone antibiotic
QnrD2,0.007861783,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrVC6,0,19,0.588235294,737,0,RI=0,fluoroquinolone antibiotic
Staphylococcus aureus norA,0.034578069,0,0.975218659,737,0,RI=0,fluoroquinolone antibiotic
blt,0,5,0.938888889,737,0,RI=0,Multidrug
norB,0.00162484,0,0.966789668,737,0,RI=0,fluoroquinolone antibiotic
qnrE1,0.014658495,0,0.470588235,737,0,RI=0,fluoroquinolone antibiotic
QnrB27,0.000356116,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrC,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrA2,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB48,0.018123877,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB65,0.00018353,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB22,0.000109676,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB59,0.001469597,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB16,0.0045493,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB73,0.000340788,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB29,0.017207596,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB28,0.000773836,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB33,0.002307088,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrS6,0.001496848,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrVC3,0,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrD1,0.027249354,0,0.588235294,737,0,RI=0,fluoroquinolone antibiotic
QnrB71,0.001376375,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB50,0.002461175,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB7,0.001660175,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB32,0.003232451,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB17,0.003694593,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB54,0.002264627,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB41,0.009924147,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB23,0.008507415,0,0.5,737,0,RI=0,fluoroquinolone antibiotic
QnrB44,0.00174937,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB15,0.003969739,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB47,0.001494509,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB68,0.001095198,0,1,737,0,RI=0,fluoroquinolone antibiotic
QnrB64,0.000869011,0,0,737,0,RI=0,fluoroquinolone antibiotic
QnrB40,0.001460284,0,0,737,0,RI=0,fluoroquinolone antibiotic
