qseqid	sseqid	identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	aro_accession	ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	vfw1	vfw2	vfw3	vfw4	vfw5	vfw6	vfw7	vfw8	vfw9	vfd1	vfd2	vfd3	vfd4	vfd5	vfd6	vfd7	vfd8	vfd9	spw1	spw2	spw3	spw4	spw5	spw6	spw7	spw8	spw9	spd1	spd2	spd3	spd4	spd5	spd6	spd7	spd8	spd9	kingdom	phylum	class	order	family	genus	species
seq_03981673	gb|WP_024916334.1|ARO:3006090|OXA-902	60.2	108	43	0	17	124	16	123	9.4e-33	145.2	ARO:3006090	ARO:3006090	44552	7570	5195	OXA-902	OXA-902	WP_024916334.1	NG_068021.1	OXA beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.0	0.0	0.380772	0.0	0.157083	0.31237	0.0	0.198974	0.203285	0.0	0.333345	0.0	0.315659	0.0	0.0	0.235113	0.0	0.0	0.217318	0.0	0.0	0.0	0.0	0.27999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__unknown	s__Chromatiales bacterium
seq_07083486	gb|BAA15935.1|ARO:3000828|baeR	100.0	205	0	0	36	240	1	205	2.6e-114	416.0	ARO:3000828	ARO:3000828	37208	5369	1337	baeR	baeR	BAA15935.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230494	0.22725	0.220204	0.413523	0.275601	0.104163	0.068687	0.24789	0.334324	0.0	0.167855	0.0	0.0	0.0	0.0	0.0	0.0	0.083469	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_08375233	gb|BAA15935.1|ARO:3000828|baeR	100.0	215	0	0	1	215	1	215	4.6e-119	431.8	ARO:3000828	ARO:3000828	37208	5369	1337	baeR	baeR	BAA15935.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.088786	0.164919	0.096683	0.167357	0.216209	0.564102	0.063386	0.150306	0.115646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_06343064	gb|BAE77778.1|ARO:3000508|gadX	100.0	274	0	0	1	274	1	274	5.2e-151	538.1	ARO:3000508	ARO:3000508	36647	5417	91	gadX	gadX	BAE77778.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302618	0.335119	0.279258	0.045074	0.309144	0.584217	0.251022	0.251594	0.58626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100663	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_07585733	gb|AGC29882.1|ARO:3002853|arr-8	60.5	76	30	0	75	150	29	104	2.3e-20	103.2	ARO:3002853	ARO:3002853	39287	682	133	arr-8	arr-8	AGC29882.1	KC199968	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__unknown	o__unknown	f__unknown	g__unknown	s__Actinobacteria bacterium RBG_19FT_COMBO_70_19
seq_02990089	gb|WP_003122322.1|ARO:3006092|OXA-904	65.1	175	61	0	49	223	3	177	5.1e-63	245.7	ARO:3006092	ARO:3006092	44554	7572	5197	OXA-904	OXA-904	WP_003122322.1	NG_068023.1	OXA beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	0.09539	0.094935	0.14796	0.0	0.0	0.133354	0.726159	0.0	0.0	0.130345	0.0	0.0	0.0	0.0	0.0	0.351379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__unknown	s__Chromatiales bacterium
seq_06723743	gb|ABV26705.1|ARO:3002849|arr-4	62.7	59	22	0	92	150	1	59	8.6e-15	84.7	ARO:3002849	ARO:3002849	39283	524	173	arr-4	arr-4	ABV26705.1	EF660562	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.9151	9.89118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus aquaeductus
seq_06487865	gb|ABV26705.1|ARO:3002849|arr-4	60.4	144	57	0	7	150	18	161	7.700000000000001e-48	194.5	ARO:3002849	ARO:3002849	39283	524	173	arr-4	arr-4	ABV26705.1	EF660562	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.272584	0.431456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus sp. DSM 45219
seq_08170189	gb|BAD88719.1|ARO:3005084|dfrA31	65.4	156	54	0	1	156	6	161	3.7e-53	212.2	ARO:3005084	ARO:3005084	43294	6118	3819	dfrA31	dfrA31	BAD88719.1	AB200915.1	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	0.0	0.0	0.0	0.0	0.0	0.286027	0.0	0.0	0.091685	0.141116	0.0	0.0	0.0	0.417585	0.244769	0.0	0.143168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.203126	0.0	0.2825	0.272496	0.0	0.0	0.0	0.0	0.0	0.104233	0.0	0.124733	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio cholerae
seq_06095038	gb|CAA03986.1|ARO:3000343|tap	65.1	152	53	0	253	404	1	152	4e-46	190.3	ARO:3000343	ARO:3000343	36482	75	1720	tap	tap	CAA03986.1	AJ000283	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.482729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Actinobacteria	c__Actinomycetia	o__Corynebacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium sp. BK086
seq_02513787	gb|AAB39956.1|ARO:3000979|TEM-116	100.0	286	0	0	1	286	1	286	5.8000000000000006e-161	571.2	ARO:3000979	ARO:3000979	37359	5504	87	TEM-116	TEM-116	AAB39956.1	U36911.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	1.16338	0.459385	0.0	0.0	0.0	0.059229	1.08594	3.11932	0.22405	0.0	0.0	0.0	0.0	0.05266	0.0	0.0	0.0	0.0	2.0554	4.05055	2.8412	2.27784	2.94135	8.84922	21.4273	7.42509	2.74003	0.0	0.04766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_00077463	gb|BAE77933.1|ARO:3000518|CRP	63.6	209	74	1	2	210	27	233	4.1e-71	272.3	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.114457	0.121177	0.0	0.035425	0.161849	0.0	0.0	0.051249	0.225309	0.138917	0.0	0.0	0.0	0.065347	0.149934	0.075479	0.067734	0.0	0.0	0.051766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_06008410	gb|BAE77933.1|ARO:3000518|CRP	63.9	205	74	0	6	210	9	213	1.1e-71	274.2	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.230167	0.40737	0.121107	0.069174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242115	0.069736	0.056	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Cellvibrio	s__Cellvibrio sp. PSBB006
seq_04474097	gb|BAE77933.1|ARO:3000518|CRP	64.8	196	69	0	15	210	3	198	1.4e-71	273.9	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.303335	0.075739	0.225214	0.0	0.048821	0.0	0.34749	0.467816	0.339735	0.101605	0.0	0.313664	0.0	0.0	0.264873	0.136082	0.102525	0.184031	0.0	0.0	0.0	0.0	0.091015	0.0	0.0	0.0	0.0	0.0	0.179638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thiogranum	s__Thiogranum longum
seq_05686895	gb|BAE77933.1|ARO:3000518|CRP	100.0	210	0	0	1	210	1	210	7.1e-116	421.0	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.084293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.440862	0.445593	0.683482	0.071039	0.324792	0.379688	0.328185	0.392609	1.40578	0.0	0.08017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia	s__Escherichia coli
seq_04902867	gb|BAE77933.1|ARO:3000518|CRP	67.7	201	65	0	10	210	26	226	5.5e-76	288.5	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.060074	0.361027	0.0	0.0	0.074984	0.283064	0.0	0.167501	0.1078	0.0	0.146784	0.0	0.0	0.0	0.068933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_04500410	gb|BAE77933.1|ARO:3000518|CRP	65.0	197	68	1	9	205	5	200	6.9e-71	271.6	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.728391	0.0	0.0	0.0	0.103501	0.090236	0.0	0.087415	0.0	0.202976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_09264855	gb|BAE77933.1|ARO:3000518|CRP	64.4	202	72	0	9	210	20	221	3.1e-71	272.7	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.062391	0.0	0.0	0.0	0.097143	0.0	0.0	0.110172	0.0	0.0	0.0	0.0	0.147219	0.0	0.0	0.109973	0.0	0.07448	0.0	0.047675	0.113408	0.129287	0.443334	0.346377	0.0	0.059687	0.055723	0.55482	0.51081	0.158321	0.0	0.195212	0.0	0.239805	0.373703	0.176172	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_03585347	gb|BAE77933.1|ARO:3000518|CRP	63.4	205	75	0	6	210	28	232	7.4e-73	278.1	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.920166	0.633943	0.366509	0.0	0.44316	0.325952	0.264442	0.35568	0.206448	0.151334	0.419969	0.62119	0.202172	0.370999	0.131673	0.067108	0.076053	0.204749	0.049507	0.0	0.156432	0.059302	0.067784	0.0	0.054906	0.0	0.153601	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrio sulfidiphilus
seq_05948758	gb|BAE77933.1|ARO:3000518|CRP	64.0	203	73	0	8	210	19	221	1.8e-71	273.5	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.062391	0.12493	0.179002	0.106071	0.23473	0.794187	0.095538	0.3856	0.447744	0.164968	0.0	0.205402	0.515268	0.323761	0.502206	0.109973	0.082993	0.0	0.969505	1.26474	1.81453	0.711079	0.591112	0.517125	0.0	0.059687	0.055723	0.87186	1.09459	1.50405	0.678403	1.30141	0.52244	0.359708	0.0	0.176172	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thiogranum	s__Thiogranum longum
seq_00393565	gb|BAE77933.1|ARO:3000518|CRP	64.3	207	72	1	6	210	8	214	2.5e-73	279.6	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.065987	0.047748	0.894681	0.04165	0.372626	0.403675	0.582004	0.414004	0.262501	0.325096	0.449509	0.0	0.0	0.0	0.233598	0.088105	0.079071	0.0	0.0	0.0	0.0	0.07838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__unknown	s__Ectothiorhodospiraceae bacterium
seq_04442774	gb|BAE77933.1|ARO:3000518|CRP	62.7	209	78	0	2	210	7	215	9.7e-73	277.7	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.065419	0.06546	0.0	1.22071	0.041269	0.277264	0.40045	0.981476	0.64535	0.0	0.0	0.267361	0.232528	0.0	0.0	0.173658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_02509947	gb|BAE77933.1|ARO:3000518|CRP	62.6	198	74	0	12	209	11	208	6.9e-71	271.6	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.489587	0.0	0.0	0.0	0.0	0.0	0.0	0.246749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__SAR86 cluster bacterium
seq_09012032	gb|BAE77933.1|ARO:3000518|CRP	64.4	202	72	0	9	210	24	225	6.9e-71	271.6	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.043197	0.309107	0.075614	0.0	0.0	0.053451	0.0	0.0	0.350111	0.0	0.142439	0.0	0.069478	0.106419	0.0	0.216264	0.0	0.138606	0.219826	0.0	0.071546	0.134265	0.913524	0.231353	0.323932	0.61384	0.141328	0.30648	0.0	0.0	0.0	0.580041	0.361755	0.280427	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_01525034	gb|BAE77933.1|ARO:3000518|CRP	63.3	207	74	1	2	208	2	206	5.3e-71	271.9	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.052229	0.0	0.136227	0.0	0.0	0.0	0.063793	0.0	0.088398	0.097599	0.170015	0.0	0.082503	0.063461	0.221443	0.171732	0.12352	0.0	0.0	0.0	0.255066	0.0	0.0	0.06843	0.063937	0.365189	0.0	0.091269	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Alkalilimnicola	s__Alkalilimnicola ehrlichii
seq_07697034	gb|BAE77933.1|ARO:3000518|CRP	63.9	202	73	0	9	210	42	243	1.4e-71	273.9	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054774	0.062611	0.058931	0.59854	0.863012	0.378845	0.0	0.0	0.0	0.0	0.0	0.0	0.354225	0.287888	0.622148	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Alkalilimnicola	s__Alkalilimnicola ehrlichii
seq_00831188	gb|BAE77933.1|ARO:3000518|CRP	62.7	209	76	1	2	210	33	239	1.5e-70	270.4	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.164348	0.219709	0.07703	0.374618	0.236773	0.310811	0.16802	0.338942	0.147528	0.359431	0.398449	0.294959	0.575582	0.845572	0.500472	0.812588	0.482752	0.1296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_02957485	gb|BAE77933.1|ARO:3000518|CRP	68.2	201	64	0	10	210	13	213	2.5e-76	289.7	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.066522	0.867762	0.0	0.126113	0.093903	0.0	0.0	0.119252	0.0	0.0	0.090697	0.0	0.086665	0.076751	0.0	0.0	0.159547	0.0	0.0	0.0	0.138349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242115	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_01716295	gb|BAE77933.1|ARO:3000518|CRP	61.7	206	79	0	5	210	8	213	1.1e-71	274.2	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.199482	0.997823	0.674926	0.0	0.462415	0.187806	0.0	0.176024	0.0	0.0	0.0	0.0	0.0	0.0	0.076751	0.0	0.266658	0.398866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__unknown	f__unknown	g__unknown	s__Gammaproteobacteria bacterium
seq_11042336	gb|BAE77933.1|ARO:3000518|CRP	64.4	202	72	0	9	210	22	223	1.6e-72	276.9	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054256	0.0	0.081155	0.0	0.0	0.0	0.079625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127205	0.0	0.068187	0.058844	0.0	0.383896	0.077974	0.215399	0.23361	0.0	0.0	0.0	0.0	0.0	0.641244	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Alkalilimnicola	s__Alkalilimnicola ehrlichii
seq_04401434	gb|BAE77933.1|ARO:3000518|CRP	62.2	209	79	0	2	210	6	214	1.3e-72	277.3	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.329763	0.0	0.190992	0.671011	0.04165	0.0	0.302756	2.19458	0.414004	0.262501	0.0	0.359607	0.078198	0.0	0.0	0.058399	0.088105	0.079071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_04389644	gb|BAE77933.1|ARO:3000518|CRP	67.0	200	66	0	11	210	13	212	7.9e-75	284.6	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.067066	0.163921	0.0	0.0	0.0	0.0	0.511985	0.060117	0.0	0.165512	0.0	0.079616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_03443490	gb|BAE77933.1|ARO:3000518|CRP	68.0	200	64	0	11	210	13	212	1.0000000000000002e-74	284.3	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.067045	0.0	0.161795	0.0	0.410785	0.283985	0.205141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.118909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__unknown	g__Thiohalobacter	s__Thiohalobacter thiocyanaticus
seq_06925801	gb|BAE77933.1|ARO:3000518|CRP	66.7	201	66	1	10	210	31	230	1.9e-73	280.0	ARO:3000518	ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	0.0	0.0	0.0414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150738	0.044484	0.0	0.120412	0.481728	0.0	0.0	0.0	0.467704	0.0	0.0	0.88396	0.070167	0.0	0.0	0.0	0.0	0.202218	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cellvibrionales	f__Porticoccaceae	g__unknown	s__gamma proteobacterium HTCC2207
